Unnamed: 0.1.1,acousticness,album,artist,available_markets,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track,track_number,valence,y,featuring,remix,with,radio_edit,ost,link,Peak_Pos,WoC
1125,0.0773,Controlla,Drake,59,0.607,245227,0.476,0,10,0.113,-11.076,0,0.249,122.976,5,Controlla,11,0.339,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Controlla/,0,0
1126,0.218,Romantic - NOTD Remix,Stanaj,59,0.746,184840,0.631,0,8,0.222,-7.968,0,0.231,104.047,4,Romantic - NOTD Remix,5,0.332,1,FALSE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Romantic%20-%20NOTD%20Remix/,55,2
1127,0.00868,Hymn For The Weekend - Seeb Remix,Coldplay,2,0.565,212647,0.849,4.68E-06,0,0.12,-3.516,0,0.0517,102.034,4,Hymn For The Weekend - Seeb Remix,13,0.43,1,FALSE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Hymn%20For%20The%20Weekend%20-%20Seeb%20Remix/,0,0
1128,0.017,Setting Fires,Chainsmokers,62,0.627,247427,0.717,0,8,0.261,-5.751,0,0.0376,105.05,4,Setting Fires,1,0.569,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Setting%20Fires/,9,13
1129,0.13,Oceans Away,A R I Z O N A,62,0.617,194013,0.642,0.157,8,0.0929,-8.624,1,0.0334,105.885,4,Oceans Away,12,0.236,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Oceans%20Away/,2,42
1130,0.71,This Town,Niall Horan,59,0.687,232600,0.409,0,9,0.126,-7.751,1,0.0311,111.861,4,This Town,1,0.17,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/This%20Town/,12,26
1131,0.0752,Work,Rihanna,59,0.725,219320,0.534,0,11,0.0919,-6.238,1,0.0946,91.974,4,Work,4,0.543,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Work/,1,51
1132,0.013,That's What I Like,Bruno Mars,62,0.853,206693,0.56,0,1,0.0944,-4.961,1,0.0406,134.066,4,That's What I Like,4,0.86,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/That's%20What%20I%20Like/,4,42
1133,0.91,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,59,0.483,149720,0.121,0,2,0.0885,-15.133,0,0.0349,106.032,4,"City Of Stars - From ""La La Land"" Soundtrack",1,0.422,1,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/City%20Of%20Stars%20-%20From%20""La%20La%20Land""%20Soundtrack/",7,47
1134,0.313,7 Years,Lukas Graham,1,0.728,237300,0.489,0,10,0.386,-5.868,1,0.0611,119.816,4,7 Years,1,0.335,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/7%20Years/,43,2
1135,0.156,Cake By The Ocean,DNCE,59,0.774,219147,0.764,0,4,0.0383,-5.445,0,0.0518,118.997,4,Cake By The Ocean,3,0.909,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Cake%20By%20The%20Ocean/,0,0
1136,0.0375,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,2,0.746,166138,0.877,0.000833,9,0.233,-3.782,0,0.0666,107.985,4,Light It Up (feat. Nyla & Fuse ODG) - Remix,10,0.762,1,TRUE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Light%20It%20Up/,14,33
1137,0.102,Six Feet Under,Weeknd,3,0.768,237573,0.485,0,6,0.128,-8.435,0,0.0825,140.016,4,Six Feet Under,10,0.276,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Six%20Feet%20Under/,0,0
1138,0.421,The Other,Lauv,62,0.38,189333,0.553,2.63E-06,7,0.0788,-6.621,1,0.0653,179.629,4,The Other,1,0.381,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Other/,90,3
1139,0.0161,Into You,Ariana Grande,58,0.636,244453,0.727,1.12E-06,9,0.151,-5.852,1,0.106,107.988,4,Into You,4,0.364,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Into%20You/,30,2
1140,0.076,Shaky Shaky,Daddy Yankee,59,0.899,234320,0.626,0,6,0.0631,-4.228,0,0.292,88.007,4,Shaky Shaky,1,0.871,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Shaky%20Shaky/,16,21
1141,0.0847,goosebumps,Travis Scott,62,0.841,243837,0.728,0,7,0.149,-3.37,1,0.0484,130.049,4,goosebumps,9,0.43,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/goosebumps/,2,33
1142,0.135,Sidewalks,Weeknd,3,0.542,231360,0.727,0,1,0.328,-5.268,0,0.0849,150.098,4,Sidewalks,9,0.568,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sidewalks/,0,0
1143,0.105,Love On Me,Galantis,62,0.562,205920,0.906,0,4,0.145,-2.085,1,0.0758,124.146,4,Love On Me,1,0.675,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Love%20On%20Me/,0,0
1144,0.08,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,59,0.793,195547,0.729,3.10E-05,0,0.317,-4.77,0,0.0394,121.972,4,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,2,0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/This%20Girl/,0,0
1145,0.0541,Moves,Big Sean,3,0.789,142907,0.53,0,2,0.164,-6.2,1,0.293,75.515,4,Moves,6,0.381,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Moves/,0,0
1146,0.014,Final Song,MØ,62,0.695,235827,0.672,8.44E-05,1,0.0756,-6.109,0,0.0345,104.988,4,Final Song,1,0.272,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Final%20Song/,0,0
1147,0.0244,Andas En Mi Cabeza,Chino & Nacho,59,0.68,247493,0.954,0,9,0.112,-1.823,1,0.119,104.029,4,Andas En Mi Cabeza,1,0.524,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Andas%20En%20Mi%20Cabeza/,0,0
1148,0.114,pick up the phone,Young Thug,62,0.711,252256,0.739,0,7,0.226,-3.804,0,0.129,136.919,4,pick up the phone,11,0.417,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/pick%20up%20the%20phone/,10,28
1149,0.27,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,62,0.639,307910,0.869,0,11,0.0802,-4.024,1,0.147,169.801,4,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",1,0.766,1,TRUE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sola/,5,23
1150,0.119,Both (feat. Drake),Gucci Mane,62,0.85,190312,0.405,0.000118,7,0.0707,-7.509,0,0.225,139.976,4,Both (feat. Drake),4,0.337,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Both/,0,0
1151,0.0199,Middle,DJ Snake,58,0.611,220573,0.7,0,9,0.0549,-5.331,1,0.0436,104.981,4,Middle,2,0.233,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Middle/,2,48
1152,0.0415,Send My Love (To Your New Lover),Adele,18,0.69,223080,0.524,3.16E-06,6,0.17,-8.39,0,0.103,164.023,4,Send My Love (To Your New Lover),2,0.561,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Send%20My%20Love/,2,79
1153,0.0673,Gyal You A Party Animal - Remix,Charly Black,37,0.723,224320,0.889,0,0,0.363,-4.017,1,0.0939,101.032,4,Gyal You A Party Animal - Remix,1,0.711,1,FALSE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Gyal%20You%20A%20Party%20Animal%20-%20Remix/,10,80
1154,0.851,Dancing On My Own,Calum Scott,59,0.608,260004,0.174,1.92E-05,1,0.0855,-8.796,1,0.0332,112.175,4,Dancing On My Own,1,0.198,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Dancing%20On%20My%20Own/,2,40
1155,0.00346,Lean On (feat. MØ & DJ Snake),Major Lazer,41,0.723,176561,0.809,0.00123,7,0.565,-3.081,0,0.0625,98.007,4,Lean On (feat. MØ & DJ Snake),4,0.271,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lean%20On/,0,0
1156,0.804,Let It Go,James Bay,3,0.568,260533,0.293,1.26E-05,1,0.107,-10.253,1,0.0313,147.175,4,Let It Go,3,0.252,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Let%20It%20Go/,0,0
1157,0.453,Fast Car,Jonas Blue,59,0.459,212424,0.587,0,9,0.307,-6.983,1,0.0785,113.901,4,Fast Car,1,0.564,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Fast%20Car/,0,0
1158,0.126,Love$ick,Mura Masa,58,0.665,192160,0.771,0.00449,1,0.27,-5.124,0,0.14,88.835,4,Love$ick,1,0.758,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Love$ick/,0,0
1159,0.156,No Problem (feat. Lil Wayne & 2 Chainz),Chance Rapper,62,0.652,304607,0.795,0,11,0.123,-5.192,0,0.174,135.018,4,No Problem (feat. Lil Wayne & 2 Chainz),2,0.788,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/No%20Problem/,0,0
1160,0.00704,Lose Yourself - Soundtrack Version,Eminem,3,0.698,326467,0.732,0.000647,2,0.359,-4.522,1,0.266,171.431,4,Lose Yourself - Soundtrack Version,6,0.0672,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lose%20Yourself%20-%20Soundtrack%20Version/,0,0
1161,0.018,"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,58,0.584,228173,0.752,3.73E-06,8,0.647,-6.689,1,0.058,125.797,4,"Another Day Of Sun - From ""La La Land"" Soundtrack",1,0.786,1,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/Another%20Day%20Of%20Sun%20-%20From%20""La%20La%20Land""%20Soundtrack/",1,49
1162,0.069,You Was Right,Lil Uzi Vert,62,0.843,163944,0.359,0,0,0.12,-7.417,1,0.461,81.987,4,You Was Right,5,0.156,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/You%20Was%20Right/,1,28
1163,0.0786,DUELE EL CORAZON,Enrique Iglesias,62,0.724,200813,0.904,0,8,0.226,-3.354,0,0.0966,90.999,4,DUELE EL CORAZON,1,0.851,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/DUELE%20EL%20CORAZON/,0,0
1164,0.0186,"Me, Myself & I",G-Eazy,62,0.757,251467,0.672,0,0,0.158,-6.524,0,0.0955,111.996,4,"Me, Myself & I",3,0.389,1,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/Me,%20Myself%20&%20I/",0,0
1165,0.336,Hello,Adele,18,0.481,295493,0.451,0,5,0.0872,-6.095,0,0.0347,157.966,4,Hello,1,0.287,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Hello/,0,0
1166,0.117,PILLOWTALK,ZAYN,61,0.584,202747,0.7,0,11,0.0939,-4.275,1,0.0456,124.944,4,PILLOWTALK,2,0.425,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/PILLOWTALK/,1,67
1167,0.125,Te Quiero Pa´Mi,Don Omar,59,0.761,211627,0.82,2.10E-05,1,0.183,-4.003,1,0.0623,88.997,4,Te Quiero Pa´Mi,19,0.619,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Te%20Quiero%20Pa´Mi/,16,27
1168,0.152,Taped Up Heart (feat. Clara Mae),KREAM,62,0.675,218507,0.937,0,0,0.154,-3.525,0,0.0509,103.961,4,Taped Up Heart (feat. Clara Mae),1,0.57,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Taped%20Up%20Heart/,0,0
1169,0.0724,Chillax,Farruko,62,0.827,197840,0.646,0,1,0.247,-4.727,0,0.0766,92.057,4,Chillax,8,0.51,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Chillax/,0,0
1170,0.0152,Stitches,Shawn Mendes,58,0.746,206880,0.754,0,1,0.0486,-6.681,1,0.067,149.882,4,Stitches,2,0.762,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Stitches/,2,84
1171,0.0361,Roses,Chainsmokers,1,0.716,225800,0.806,0.00413,4,0.244,-7.602,1,0.0466,100.033,4,Roses,1,0.356,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Roses/,0,0
1172,0.132,Borro Cassette,Maluma,62,0.73,207307,0.701,0,5,0.151,-5.885,0,0.106,175.95,4,Borro Cassette,1,0.789,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Borro%20Cassette/,0,0
1173,0.0983,Cocoon,Milky Chance,55,0.741,255160,0.653,0.000213,10,0.065,-6.8,1,0.0327,114.033,4,Cocoon,9,0.814,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Cocoon/,0,0
1174,0.385,Let Her Go,Passenger,8,0.509,252867,0.538,0,7,0.104,-7.335,1,0.0572,75.089,4,Let Her Go,2,0.242,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Let%20Her%20Go/,67,2
1175,0.302,No Role Modelz,J. Cole,62,0.696,292987,0.521,0,10,0.0565,-8.465,0,0.332,100,4,No Role Modelz,9,0.471,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/No%20Role%20Modelz/,3,57
1176,0.216,White Iverson,Post Malone,3,0.674,256533,0.568,0,7,0.0863,-7.678,1,0.0349,130.081,4,White Iverson,6,0.337,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/White%20Iverson/,0,0
1177,0.0983,Cuatro Babys,Maluma,62,0.772,278107,0.547,4.35E-06,6,0.107,-6.373,0,0.0541,130.099,4,Cuatro Babys,1,0.092,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Cuatro%20Babys/,9,24
1178,0.0312,Used to This,Future,62,0.618,180520,0.727,0,3,0.196,-7.224,0,0.208,164.992,4,Used to This,18,0.382,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Used%20to%20This/,0,0
1179,0.337,Low Life,Future,62,0.722,313547,0.331,0.283,8,0.146,-7.789,1,0.0725,143.974,4,Low Life,10,0.102,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Low%20Life/,13,66
1180,0.0861,The Hills,Weeknd,59,0.356,242253,0.567,0,0,0.137,-7.011,0,0.0798,135.553,5,The Hills,5,0.116,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Hills/,95,1
1181,0.0379,Culture (feat. DJ Khaled),Migos,61,0.825,153558,0.7,0,11,0.139,-5.098,0,0.243,132.996,4,Culture (feat. DJ Khaled),1,0.339,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Culture/,1,62
1182,0.00411,Sex,Cheat Codes,2,0.612,228361,0.694,0,0,0.141,-5.89,1,0.166,105.035,4,Sex,1,0.193,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sex/,0,0
1183,0.00381,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,62,0.807,144244,0.887,0,1,0.391,-3.892,1,0.275,160.517,4,Juju On That Beat (TZ Anthem),1,0.794,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Juju%20On%20That%20Beat/,2,93
1184,0.55,I See Fire,Ed Sheeran,59,0.642,300840,0.0571,0,10,0.0736,-20.252,0,0.034,76.01,4,I See Fire,28,0.221,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20See%20Fire/,3,57
1185,0.436,Never Be Like You,Flume,32,0.494,233337,0.559,0,0,0.164,-5.445,1,0.0565,119.247,4,Never Be Like You,2,0.237,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Never%20Be%20Like%20You/,68,5
1186,0.59,What Do You Mean?,Justin Bieber,56,0.845,205680,0.567,0.00142,5,0.0811,-8.118,0,0.0956,125.02,4,What Do You Mean?,3,0.794,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/What%20Do%20You%20Mean?/,3,52
1187,0.0748,'Till I Collapse,Eminem,59,0.551,297893,0.851,0,1,0.0784,-3.277,1,0.197,171.411,4,'Till I Collapse,18,0.0991,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/'Till%20I%20Collapse/,0,0
1188,0.922,All of Me,John Legend,1,0.422,269560,0.264,0,8,0.132,-7.064,1,0.0322,119.93,4,All of Me,6,0.331,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/All%20of%20Me/,58,29
1189,0.133,Lush Life,Zara Larsson,61,0.694,201122,0.712,0,7,0.211,-3.923,0,0.046,98.022,4,Lush Life,2,0.794,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lush%20Life/,13,21
1190,0.0556,Party,Chris Brown,62,0.762,220813,0.576,0,1,0.0869,-4.951,0,0.0829,142.096,4,Party,1,0.317,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Party/,39,10
1191,0.00347,Hotline Bling,Drake,59,0.903,267067,0.62,0.000119,2,0.0504,-8.094,1,0.0587,134.96,4,Hotline Bling,20,0.55,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Hotline%20Bling/,1,74
1192,0.0477,Brown Paper Bag,Migos,61,0.907,211244,0.489,0,8,0.115,-5.79,1,0.158,136.982,4,Brown Paper Bag,9,0.249,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Brown%20Paper%20Bag/,39,4
1193,0.0565,Jumpman,Drake,3,0.853,205879,0.547,0,1,0.341,-7.535,1,0.194,142.065,4,Jumpman,9,0.677,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Jumpman/,2,86
1194,0.00778,Ain't My Fault,Zara Larsson,61,0.576,224031,0.782,0,6,0.285,-4.825,0,0.0296,141.153,4,Ain't My Fault,11,0.353,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Ain't%20My%20Fault/,0,0
1195,0.477,Million Reasons,Lady Gaga,58,0.668,205280,0.449,0,0,0.107,-7.897,1,0.0451,129.889,4,Million Reasons,7,0.158,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Million%20Reasons/,1,58
1196,0.568,Stay With Me,Sam Smith,3,0.479,172724,0.419,0.000217,0,0.11,-6.517,1,0.0389,85.014,4,Stay With Me,3,0.174,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Stay%20With%20Me/,5,24
1197,0.156,Reminder,Weeknd,3,0.71,218880,0.495,0,8,0.164,-7.369,1,0.22,160.091,4,Reminder,4,0.404,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Reminder/,0,0
1198,0.634,Take Me To Church,Hozier,57,0.566,241688,0.664,0,4,0.116,-5.303,0,0.0464,128.945,4,Take Me To Church,1,0.407,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Take%20Me%20To%20Church/,1,44
1199,0.114,Selfish,PnB Rock,62,0.638,245604,0.6,0,1,0.187,-5.84,0,0.0438,101.981,4,Selfish,4,0.04,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Selfish/,2,53
1200,0.581,Shape of You,Ed Sheeran,62,0.825,233713,0.652,0,1,0.0931,-3.183,0,0.0802,95.977,4,Shape of You,4,0.931,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Shape%20of%20You/,1,41
1201,0.0215,Paris,Chainsmokers,62,0.653,221507,0.658,1.66E-06,2,0.0939,-6.428,1,0.0304,99.99,4,Paris,8,0.212,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Paris/,14,22
1202,0.0631,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,59,0.735,245200,0.451,1.30E-05,0,0.325,-8.374,1,0.0585,117.973,4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",1,0.0854,1,FALSE,FALSE,FALSE,FALSE,TRUE,http://www.officialcharts.com/search/singles/I%20Don’t%20Wanna%20Live%20Forever/,1,42
1203,0.209,Despacito (Featuring Daddy Yankee),Luis Fonsi,59,0.66,228200,0.786,0,2,0.112,-4.757,1,0.17,177.833,4,Despacito (Featuring Daddy Yankee),1,0.849,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Despacito/,2,38
1204,0.0232,Castle on the Hill,Ed Sheeran,62,0.461,261154,0.834,1.14E-05,2,0.14,-4.868,1,0.0989,135.007,4,Castle on the Hill,2,0.471,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Castle%20on%20the%20Hill/,1,47
1205,0.406,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,62,0.72,251088,0.763,0,9,0.18,-4.068,0,0.0523,101.965,4,Rockabye (feat. Sean Paul & Anne-Marie),1,0.748,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Rockabye/,30,15
1206,0.0895,Scared to Be Lonely,Martin Garrix,62,0.584,220883,0.54,0,1,0.261,-7.786,0,0.0576,137.972,4,Scared to Be Lonely,1,0.19,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Scared%20to%20Be%20Lonely/,9,29
1207,0.695,Say You Won't Let Go,James Arthur,60,0.358,211467,0.557,0,10,0.0902,-7.398,1,0.059,85.043,4,Say You Won't Let Go,2,0.475,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Say%20You%20Won't%20Let%20Go/,0,0
1208,0.165,Starboy,Weeknd,59,0.681,230453,0.594,3.49E-06,7,0.134,-7.028,1,0.282,186.054,4,Starboy,1,0.51,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Starboy/,5,22
1209,0.414,Closer,Chainsmokers,62,0.748,244960,0.524,0,8,0.111,-5.599,1,0.0338,95.01,4,Closer,1,0.635,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Closer/,0,0
1210,0.061,Bad and Boujee (feat. Lil Uzi Vert),Migos,61,0.927,343150,0.665,0,11,0.123,-5.313,1,0.244,127.076,4,Bad and Boujee (feat. Lil Uzi Vert),4,0.166,1,TRUE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Bad%20and%20Boujee/,16,12
1211,0.427,I Feel It Coming,Weeknd,2,0.768,269187,0.813,0,0,0.102,-5.94,0,0.128,92.994,4,I Feel It Coming,18,0.576,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Feel%20It%20Coming/,2,15
1212,0.0623,Call On Me - Ryan Riback Extended Remix,Starley,2,0.676,222041,0.843,0.000752,0,0.181,-4.068,1,0.0367,105.003,4,Call On Me - Ryan Riback Extended Remix,6,0.725,1,FALSE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Call%20On%20Me%20-%20Ryan%20Riback%20Extended%20Remix/,10,29
1213,0.338,Don't Wanna Know,Maroon 5,59,0.783,214480,0.623,0,7,0.0975,-6.126,1,0.08,100.048,4,Don't Wanna Know,1,0.447,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Don't%20Wanna%20Know/,10,37
1214,0.187,Chantaje,Shakira,60,0.852,195840,0.773,3.05E-05,8,0.159,-2.921,0,0.0776,102.034,4,Chantaje,3,0.908,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Chantaje/,67,3
1215,0.21,Bad Things (with Camila Cabello),Machine Gun Kelly,3,0.675,239293,0.69,0,2,0.287,-4.761,1,0.132,137.817,4,Bad Things (with Camila Cabello),10,0.277,1,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Bad%20Things/,2,34
1216,0.00383,Just Hold On,Steve Aoki,58,0.647,198774,0.932,1.50E-06,11,0.0574,-3.515,1,0.0824,114.991,4,Just Hold On,1,0.387,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Just%20Hold%20On/,5,33
1217,0.108,Fake Love,Drake,3,0.927,210937,0.488,0,9,0.196,-9.433,0,0.42,133.987,4,Fake Love,20,0.599,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Fake%20Love/,0,0
1218,0.368,Issues,Julia Michaels,58,0.683,176347,0.427,0,8,0.0604,-6.827,1,0.0777,113.634,4,Issues,1,0.431,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Issues/,24,26
1219,0.157,"How Far I'll Go - From ""Moana""",Alessia Cara,29,0.314,175517,0.555,0.000108,9,0.067,-9.601,1,0.37,179.666,4,"How Far I'll Go - From ""Moana""",1,0.156,1,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/How%20Far%20I'll%20Go%20-%20From%20""Moana""/",7,33
1220,0.105,Bounce Back,Big Sean,3,0.77,222360,0.567,0,2,0.125,-5.698,1,0.175,81.477,4,Bounce Back,3,0.256,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Bounce%20Back/,1,65
1221,0.0784,Let Me Love You,DJ Snake,58,0.476,205947,0.718,1.02E-05,8,0.122,-5.309,1,0.0576,199.864,4,Let Me Love You,13,0.143,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Let%20Me%20Love%20You/,0,0
1222,0.034,24K Magic,Bruno Mars,62,0.818,225983,0.803,0,1,0.153,-4.282,1,0.0797,106.97,4,24K Magic,1,0.632,1,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/24K%20Magic/,4,32
